id,ms_subclass,ms_zoning,lot_frontage,lot_area,street,alley,lot_shape,land_contour,utilities,lot_config,land_slope,neighborhood,condition_1,condition_2,bldg_type,house_style,overall_qual,overall_cond,year_built,year_remod/add,roof_style,roof_matl,exterior_1st,exterior_2nd,mas_vnr_type,exter_qual,exter_cond,foundation,bsmt_qual,bsmt_cond,bsmt_exposure,bsmtfin_type_1,bsmtfin_type_2,bsmt_unf_sf,heating,heating_qc,central_air,electrical,1st_flr_sf,2nd_flr_sf,low_qual_fin_sf,gr_liv_area,bedroom_abvgr,kitchen_abvgr,kitchen_qual,functional,fireplaces,fireplace_qu,garage_type,garage_yr_blt,garage_finish,garage_cars,garage_area,garage_qual,garage_cond,paved_drive,pool_qc,fence,misc_feature,mo_sold,yr_sold,sale_type,saleprice,shifted_id,year_month,sale_timestamp,pid_5,pid_9,basement_finished_area,half_baths,full_baths,other_rooms_above_grade,exterior_developed_area,price_per_area
654,20,RL,50.0,8000,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,6,1948,2002,Gable,CompShg,VinylSd,VinylSd,None,TA,Gd,CBlock,TA,TA,No,ALQ,Unf,292.0,GasA,Ex,Y,SBrkr,972,0,0,972,2,1,TA,Typ,1,Gd,Detchd,1948.0,Unf,1.0,240.0,TA,TA,Y,,,,5,2009,WD ,132000,310,2009-5,1241136000000000000,1,0,680.0,0.0,2.0,2,0,135.80246913580248
1089,60,RL,51.0,8029,Pave,,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,6,5,2005,2005,Gable,CompShg,VinylSd,VinylSd,None,TA,TA,PConc,Gd,TA,No,Unf,Unf,728.0,GasA,Ex,Y,SBrkr,728,728,0,1456,3,1,Gd,Typ,0,,Attchd,2005.0,Fin,2.0,400.0,TA,TA,Y,,,,7,2008,WD ,176000,99,2008-7,1214870400000000000,1,0,0.0,1.0,2.0,4,124,120.87912087912088
604,20,RL,,13495,Pave,,IR1,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,6,1956,1956,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,TA,Gd,CBlock,TA,TA,No,BLQ,LwQ,222.0,GasA,Fa,Y,SBrkr,1728,0,0,1728,3,1,TA,Min1,1,Gd,Detchd,1956.0,Unf,2.0,576.0,TA,TA,Y,,,,7,2009,WD ,177625,260,2009-7,1246406400000000000,1,0,826.0,0.0,3.0,3,99,102.79224537037037
2838,50,RL,60.0,9738,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1.5Fin,5,7,1924,1950,Gable,CompShg,AsbShng,AsbShng,None,TA,Gd,BrkTil,TA,TA,No,BLQ,Unf,392.0,GasA,Gd,Y,SBrkr,949,272,0,1221,4,1,TA,Typ,0,,Attchd,1965.0,Unf,1.0,392.0,TA,TA,Y,,,,3,2006,WD ,104900,532,2006-3,1141171200000000000,0,1,392.0,0.0,2.0,2,236,85.91318591318591
2777,60,RL,68.0,9272,Pave,,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,5,1999,1999,Gable,CompShg,VinylSd,VinylSd,None,Gd,TA,PConc,Gd,TA,No,GLQ,Unf,342.0,GasA,Ex,Y,SBrkr,856,893,0,1749,3,1,Gd,Typ,0,,Attchd,1999.0,RFn,2.0,515.0,TA,TA,Y,,,,6,2006,WD ,196000,471,2006-6,1149120000000000000,0,1,500.0,1.0,2.0,3,225,112.06403659233848
1723,120,RL,48.0,7841,Pave,,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,TwnhsE,1Story,9,5,2005,2005,Hip,CompShg,MetalSd,MetalSd,BrkFace,Ex,TA,PConc,Ex,TA,No,GLQ,Unf,729.0,GasA,Ex,Y,SBrkr,1577,0,0,1577,2,1,Ex,Typ,1,Gd,Attchd,2005.0,RFn,2.0,564.0,TA,TA,Y,,,,5,2007,WD ,280000,111,2007-5,1177977600000000000,1,0,848.0,0.0,3.0,3,242,177.55231452124286
349,80,RL,,8530,Pave,,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,SLvl,7,5,1995,1996,Gable,CompShg,HdBoard,HdBoard,BrkFace,TA,TA,PConc,Gd,TA,No,Unf,Unf,384.0,GasA,Gd,Y,SBrkr,804,670,0,1474,3,1,TA,Typ,1,TA,BuiltIn,1995.0,Fin,2.0,400.0,TA,TA,Y,,,Shed,5,2009,WD ,168500,5,2009-5,1241136000000000000,1,0,0.0,1.0,2.0,3,192,114.31478968792402
2313,60,RL,,13041,Pave,,IR2,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,6,5,1995,1995,Gable,CompShg,HdBoard,HdBoard,None,TA,TA,PConc,Gd,TA,No,Unf,Unf,781.0,GasA,Gd,Y,SBrkr,781,890,0,1671,3,1,TA,Typ,1,TA,Attchd,1995.0,Fin,2.0,423.0,TA,TA,Y,,,,2,2006,WD ,170000,7,2006-2,1138752000000000000,1,0,0.0,1.0,2.0,3,84,101.73548773189707
2279,20,RL,200.0,43500,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Mitchel,Artery,Norm,1Fam,1Story,3,5,1953,1953,Gable,CompShg,MetalSd,MetalSd,None,TA,TA,CBlock,,,,,,0.0,GasA,Ex,Y,SBrkr,2034,0,0,2034,2,1,TA,Min1,0,,2Types,1953.0,RFn,4.0,1041.0,TA,TA,N,TA,GdPrv,,6,2007,WD ,130000,667,2007-6,1180656000000000000,0,1,0.0,0.0,1.0,6,1310,63.91347099311701
1346,50,RM,52.0,6240,Pave,,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1.5Fin,7,5,1939,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,TA,TA,BrkTil,TA,TA,Mn,Rec,LwQ,449.0,GasA,TA,Y,SBrkr,1245,764,0,2009,4,1,TA,Min2,1,Gd,Detchd,1939.0,Unf,2.0,400.0,TA,TA,Y,,MnPrv,,1,2008,WD ,150000,356,2008-1,1199145600000000000,0,1,540.0,0.0,2.0,2,20,74.66401194624191
2770,20,RL,95.0,13015,Pave,,Reg,Lvl,AllPub,Corner,Gtl,CollgCr,Norm,Norm,1Fam,1Story,5,6,1996,1996,Gable,CompShg,VinylSd,VinylSd,None,TA,Gd,PConc,Gd,TA,No,Unf,Unf,1100.0,GasA,Ex,Y,SBrkr,1100,0,0,1100,3,1,TA,Typ,0,,Attchd,1996.0,RFn,2.0,462.0,TA,TA,Y,,,,6,2006,WD ,145000,464,2006-6,1149120000000000000,0,1,0.0,1.0,1.0,1,0,131.8181818181818
2923,90,RL,63.0,9297,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Mitchel,Norm,Norm,Duplex,1Story,5,5,1976,1976,Gable,CompShg,Plywood,Plywood,None,TA,TA,CBlock,TA,TA,No,ALQ,Unf,122.0,GasA,TA,Y,SBrkr,1728,0,0,1728,4,2,TA,Typ,0,,Detchd,1976.0,Unf,2.0,560.0,TA,TA,Y,,,,7,2006,WD ,188000,617,2006-7,1151712000000000000,0,1,1606.0,0.0,4.0,2,0,108.79629629629629
1619,60,RL,57.0,8773,Pave,,IR1,HLS,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,6,5,1997,1997,Gable,CompShg,VinylSd,VinylSd,None,TA,TA,PConc,Gd,TA,Av,Unf,Unf,916.0,GasA,Gd,Y,SBrkr,916,684,0,1600,3,1,TA,Typ,1,TA,Attchd,1997.0,Fin,2.0,460.0,TA,TA,Y,,,,8,2007,WD ,169000,7,2007-8,1185926400000000000,1,0,0.0,1.0,2.0,3,138,105.625
2178,20,RL,74.0,8536,Pave,,Reg,Lvl,AllPub,Corner,Gtl,Edwards,Norm,Norm,1Fam,1Story,5,5,2006,2007,Gable,CompShg,VinylSd,VinylSd,None,TA,TA,PConc,Gd,TA,No,Unf,Unf,1125.0,GasA,Gd,Y,SBrkr,1125,0,0,1125,2,1,TA,Typ,0,,Attchd,2007.0,Unf,2.0,430.0,TA,TA,Y,,,,4,2007,New,155000,566,2007-4,1175385600000000000,0,1,0.0,1.0,1.0,2,144,137.77777777777777
1160,120,FV,59.0,4282,Pave,Pave,IR2,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,TwnhsE,1Story,7,5,2004,2004,Gable,CompShg,MetalSd,MetalSd,None,Gd,TA,PConc,Gd,TA,Mn,GLQ,Unf,1375.0,GasA,Ex,Y,SBrkr,1391,0,0,1391,2,1,Gd,Typ,0,,Attchd,2004.0,RFn,2.0,530.0,TA,TA,Y,,,,7,2008,WD ,196000,170,2008-7,1214870400000000000,1,0,16.0,0.0,2.0,2,314,140.9058231488138
1755,60,RL,,8740,Pave,,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,7,5,2002,2002,Gable,CompShg,VinylSd,VinylSd,None,Gd,TA,PConc,Gd,TA,No,GLQ,Unf,280.0,GasA,Ex,Y,SBrkr,864,1131,0,1995,4,1,Gd,Typ,1,Gd,BuiltIn,2002.0,Fin,2.0,435.0,TA,TA,Y,,,,7,2007,WD ,219500,143,2007-7,1183248000000000000,1,0,574.0,1.0,2.0,3,312,110.02506265664161
2412,60,RL,65.0,10237,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Gilbert,RRAn,Norm,1Fam,2Story,6,5,2005,2006,Gable,CompShg,VinylSd,VinylSd,None,Gd,TA,PConc,Gd,TA,No,Unf,Unf,728.0,GasA,Ex,Y,SBrkr,728,728,0,1456,3,1,Gd,Typ,1,Gd,Attchd,2005.0,Fin,2.0,390.0,TA,TA,Y,,,,2,2006,New,170440,106,2006-2,1138752000000000000,1,0,0.0,1.0,2.0,4,24,117.06043956043956
889,60,RL,75.0,7950,Pave,,IR1,Bnk,AllPub,Corner,Gtl,Edwards,Norm,Norm,1Fam,2Story,6,6,1977,1977,Hip,CompShg,HdBoard,Plywood,BrkFace,TA,TA,CBlock,TA,TA,No,BLQ,Unf,155.0,GasA,TA,Y,SBrkr,698,728,0,1426,3,1,TA,Typ,0,,Attchd,1977.0,Fin,2.0,440.0,TA,TA,Y,,MnPrv,,7,2009,WD ,159500,545,2009-7,1246406400000000000,0,1,535.0,1.0,1.0,2,252,111.85133239831697
2181,20,RL,128.0,39290,Pave,,IR1,Bnk,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,10,5,2008,2009,Hip,CompShg,CemntBd,CmentBd,Stone,Ex,TA,PConc,Ex,TA,Gd,GLQ,Unf,1085.0,GasA,Ex,Y,SBrkr,5095,0,0,5095,2,1,Ex,Typ,2,Gd,Attchd,2008.0,Fin,3.0,1154.0,TA,TA,Y,,,Elev,10,2007,New,183850,569,2007-10,1191196800000000000,0,1,4010.0,2.0,3.0,12,1030,36.084396467124634
1186,20,RL,80.0,10400,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,1Story,7,6,1970,1970,Hip,CompShg,Plywood,Plywood,BrkFace,TA,TA,PConc,TA,TA,No,Unf,Unf,1304.0,GasA,Gd,Y,SBrkr,1682,0,0,1682,3,1,TA,Typ,1,Gd,Attchd,1970.0,Unf,2.0,530.0,TA,TA,Y,,MnPrv,,5,2008,WD ,174000,196,2008-5,1209600000000000000,1,0,0.0,0.0,2.0,3,98,103.44827586206897
1613,20,RL,85.0,10628,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,7,5,1970,1970,Flat,Tar&Grv,Plywood,Plywood,None,TA,Gd,CBlock,TA,Gd,Gd,GLQ,Unf,499.0,GasA,TA,Y,SBrkr,1277,0,0,1277,2,1,TA,Typ,1,Po,Attchd,1970.0,Unf,2.0,526.0,TA,TA,Y,,GdWo,,4,2007,WD ,167000,1,2007-4,1175385600000000000,1,0,778.0,0.0,2.0,2,176,130.7752545027408
411,160,RL,24.0,2280,Pave,,Reg,Lvl,AllPub,FR2,Gtl,NPkVill,Norm,Norm,Twnhs,2Story,6,6,1976,1976,Gable,CompShg,Plywood,Brk Cmn,None,TA,TA,CBlock,Gd,TA,No,ALQ,Unf,289.0,GasA,TA,Y,SBrkr,855,601,0,1456,3,1,TA,Typ,1,TA,Attchd,1976.0,Unf,2.0,440.0,TA,TA,Y,,,,7,2009,WD ,148500,67,2009-7,1246406400000000000,1,0,566.0,1.0,2.0,3,87,101.99175824175825
810,90,RL,64.0,7018,Pave,,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Feedr,Norm,Duplex,2Story,5,5,1979,1979,Gable,CompShg,HdBoard,HdBoard,None,TA,TA,Slab,,,,,,0.0,GasA,TA,Y,SBrkr,1114,1114,0,2228,6,2,TA,Typ,0,,Detchd,1979.0,Unf,2.0,720.0,TA,TA,Y,,,,6,2009,WD ,147983,466,2009-6,1243814400000000000,0,1,0.0,0.0,2.0,0,73,66.41965888689407
548,160,RL,75.0,10762,Pave,,Reg,Lvl,AllPub,Corner,Gtl,SawyerW,Norm,Norm,TwnhsE,2Story,6,6,1980,1980,Gable,CompShg,Plywood,Plywood,None,TA,TA,CBlock,Gd,TA,No,Unf,Unf,626.0,GasA,TA,Y,SBrkr,626,591,0,1217,3,1,TA,Typ,1,TA,Attchd,1980.0,RFn,1.0,288.0,TA,TA,Y,,,,4,2009,WD ,120000,204,2009-4,1238544000000000000,1,0,0.0,1.0,1.0,2,28,98.60312243221036
2179,20,RL,60.0,7024,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,5,5,2005,2006,Gable,CompShg,VinylSd,VinylSd,None,TA,TA,PConc,Ex,Gd,No,ALQ,Unf,110.0,GasA,Gd,Y,SBrkr,1090,0,0,1090,2,1,TA,Typ,0,,Attchd,2005.0,Fin,2.0,450.0,TA,TA,Y,,,,6,2007,WD ,157000,567,2007-6,1180656000000000000,0,1,980.0,1.0,2.0,2,49,144.03669724770643
2746,50,RL,50.0,7585,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Artery,Norm,1Fam,1.5Fin,5,3,1948,1950,Gable,CompShg,MetalSd,MetalSd,None,TA,TA,CBlock,Fa,Fa,Mn,Unf,Unf,810.0,GasA,Fa,Y,FuseA,1002,454,0,1456,4,1,TA,Typ,1,TA,Detchd,1954.0,Unf,1.0,280.0,TA,TA,P,,,,8,2006,WD ,91500,440,2006-8,1154390400000000000,0,1,0.0,1.0,2.0,2,0,62.84340659340659
1486,30,RL,67.0,8777,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Feedr,Norm,1Fam,1Story,5,7,1910,1950,Gable,CompShg,MetalSd,Wd Sdng,None,TA,TA,CBlock,Fa,TA,No,Unf,Unf,796.0,GasA,Gd,Y,FuseA,796,0,0,796,2,1,TA,Typ,0,,,,,0.0,0.0,,,P,,MnPrv,,5,2008,WD ,85000,496,2008-5,1209600000000000000,0,1,0.0,0.0,1.0,1,492,106.78391959798995
2168,20,RL,70.0,9170,Pave,,Reg,Lvl,AllPub,Corner,Gtl,Edwards,Feedr,Norm,1Fam,1Story,5,7,1965,1965,Hip,CompShg,MetalSd,MetalSd,None,TA,TA,CBlock,TA,TA,No,ALQ,GLQ,420.0,GasA,Ex,Y,SBrkr,1214,0,0,1214,2,1,TA,Typ,0,,Detchd,1965.0,Unf,2.0,461.0,Fa,Fa,Y,,GdPrv,Shed,4,2007,WD ,140000,556,2007-4,1175385600000000000,0,1,794.0,0.0,2.0,3,184,115.32125205930807
2061,20,RL,66.0,7742,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,7,1966,1966,Gable,CompShg,HdBoard,HdBoard,None,TA,TA,CBlock,TA,TA,No,BLQ,Unf,192.0,GasA,Ex,Y,SBrkr,955,0,0,955,3,1,TA,Typ,0,,Attchd,1966.0,Unf,1.0,386.0,TA,TA,Y,,MnPrv,,1,2007,WD ,127000,449,2007-1,1167609600000000000,0,1,763.0,0.0,2.0,2,0,132.98429319371726
1131,60,FV,64.0,8791,Pave,,IR1,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,2Story,6,5,2003,2003,Gable,CompShg,VinylSd,VinylSd,None,Gd,TA,PConc,Gd,TA,No,Rec,Unf,361.0,GasA,Ex,Y,SBrkr,864,864,0,1728,3,1,Gd,Typ,0,,Attchd,2003.0,RFn,2.0,673.0,TA,TA,Y,,,,5,2008,WD ,207500,141,2008-5,1209600000000000000,1,0,503.0,1.0,2.0,3,272,120.08101851851852
2738,75,RL,60.0,19800,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,2.5Unf,6,8,1935,1990,Gable,CompShg,BrkFace,Wd Sdng,None,TA,TA,BrkTil,TA,TA,No,Rec,Unf,1411.0,GasA,Gd,Y,SBrkr,1836,1836,0,3672,5,1,Gd,Typ,2,Gd,Detchd,1993.0,Unf,2.0,836.0,TA,TA,Y,,,,12,2006,WD ,415000,432,2006-12,1164931200000000000,0,1,425.0,1.0,3.0,1,796,113.01742919389979
929,20,RL,90.0,13339,Pave,,IR1,Lvl,AllPub,Inside,Gtl,Crawfor,Norm,Norm,1Fam,1Story,6,6,1960,1960,Gable,CompShg,HdBoard,Plywood,Stone,TA,TA,CBlock,TA,TA,No,LwQ,BLQ,621.0,GasA,TA,Y,SBrkr,1561,0,0,1561,3,1,TA,Typ,1,Gd,Attchd,1960.0,Fin,2.0,463.0,TA,TA,Y,,,,5,2009,WD ,193000,585,2009-5,1241136000000000000,0,1,940.0,0.0,3.0,2,268,123.63869314541961
362,60,RL,65.0,8125,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,6,5,1994,1995,Gable,CompShg,HdBoard,HdBoard,None,TA,TA,PConc,Gd,TA,No,Unf,Unf,702.0,GasA,Gd,Y,SBrkr,702,779,0,1481,3,1,TA,Typ,1,TA,Attchd,1994.0,Fin,2.0,343.0,TA,TA,Y,,,,3,2009,WD ,174000,18,2009-3,1235865600000000000,1,0,0.0,1.0,2.0,2,36,117.4881836596894
652,60,RL,78.0,11419,Pave,,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Artery,Norm,1Fam,2Story,7,7,1948,1999,Gable,CompShg,WdShing,Wd Shng,None,TA,TA,CBlock,TA,TA,Mn,ALQ,Unf,0.0,GasA,Ex,Y,FuseA,801,726,0,1527,3,1,TA,Typ,1,Gd,Attchd,1948.0,Unf,2.0,410.0,TA,TA,Y,,GdWo,,12,2009,WD ,152500,308,2009-12,1259625600000000000,1,0,699.0,1.0,2.0,2,134,99.86902423051735
1466,60,RL,72.0,7226,Pave,,IR1,Lvl,AllPub,CulDSac,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,5,2003,2003,Gable,CompShg,VinylSd,VinylSd,None,Gd,TA,PConc,Gd,TA,No,Unf,Unf,798.0,GasA,Ex,Y,SBrkr,798,842,0,1640,3,1,Gd,Typ,0,,Attchd,2003.0,RFn,2.0,595.0,TA,TA,Y,,,,6,2008,WD ,183000,476,2008-6,1212278400000000000,0,1,0.0,1.0,2.0,2,45,111.58536585365853
2087,50,RL,60.0,11100,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1.5Fin,5,6,1951,1994,Gable,CompShg,Wd Sdng,Wd Sdng,None,TA,TA,PConc,TA,TA,Mn,LwQ,Unf,0.0,GasA,TA,N,SBrkr,1080,400,0,1480,4,1,TA,Typ,1,Gd,Attchd,1951.0,Unf,1.0,253.0,TA,TA,Y,,,,7,2007,WD ,136500,475,2007-7,1183248000000000000,0,1,1080.0,0.0,2.0,2,68,92.22972972972973
1442,60,RL,80.0,12435,Pave,,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,5,2001,2001,Gable,CompShg,VinylSd,VinylSd,BrkFace,Gd,TA,PConc,Gd,TA,No,GLQ,Unf,602.0,GasA,Ex,Y,SBrkr,963,829,0,1792,3,1,Gd,Typ,1,TA,Attchd,2001.0,RFn,2.0,564.0,TA,TA,Y,,,,5,2008,WD ,231500,452,2008-5,1209600000000000000,0,1,361.0,1.0,2.0,3,341,129.18526785714286
2744,20,RL,57.0,6420,Pave,,IR1,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,5,7,1952,1952,Gable,CompShg,Wd Sdng,Wd Sdng,None,TA,TA,PConc,Ex,Gd,Mn,LwQ,ALQ,219.0,GasA,Fa,Y,FuseA,1148,0,0,1148,2,1,TA,Typ,0,,Detchd,1952.0,Unf,1.0,308.0,TA,TA,Y,,,,9,2006,WD ,123500,438,2006-9,1157068800000000000,0,1,761.0,1.0,1.0,3,0,107.57839721254355
1511,50,RL,59.0,16466,Pave,,IR1,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1.5Fin,5,7,1955,1955,Gable,CompShg,MetalSd,MetalSd,None,TA,Gd,PConc,TA,TA,No,Unf,Unf,816.0,GasA,TA,Y,SBrkr,872,521,0,1393,3,1,TA,Typ,0,,Attchd,1955.0,Unf,1.0,300.0,TA,TA,Y,,,,4,2008,WD ,135500,521,2008-4,1207008000000000000,0,1,0.0,1.0,1.0,4,386,97.27207465900933
2175,80,RL,65.0,6285,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,SLvl,6,6,1976,1976,Gable,CompShg,HdBoard,Plywood,None,TA,Fa,CBlock,TA,TA,Av,GLQ,Unf,456.0,GasA,TA,Y,SBrkr,1044,0,0,1044,3,1,TA,Typ,1,Fa,Detchd,1976.0,Unf,2.0,528.0,TA,Fa,Y,,,,4,2007,WD ,133500,563,2007-4,1175385600000000000,0,1,504.0,0.0,2.0,3,228,127.8735632183908
1236,20,RL,71.0,9204,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,5,1963,1963,Gable,CompShg,HdBoard,HdBoard,None,TA,TA,CBlock,TA,TA,No,BLQ,Rec,247.0,GasA,TA,Y,SBrkr,1144,0,0,1144,3,1,TA,Typ,0,,Detchd,1962.0,Unf,1.0,336.0,TA,TA,Y,,,,8,2008,COD,124000,246,2008-8,1217548800000000000,1,0,897.0,1.0,2.0,2,88,108.39160839160839
2448,60,RL,78.0,12011,Pave,,IR1,Lvl,AllPub,CulDSac,Gtl,NoRidge,Norm,Norm,1Fam,2Story,8,5,1998,1998,Gable,CompShg,VinylSd,VinylSd,BrkFace,Gd,TA,PConc,Gd,TA,Av,GLQ,Unf,130.0,GasA,Ex,Y,SBrkr,1086,838,0,1924,3,1,Gd,Typ,1,TA,Attchd,1998.0,RFn,2.0,592.0,TA,TA,Y,,,,6,2006,WD ,280000,142,2006-6,1149120000000000000,1,0,956.0,1.0,3.0,3,657,145.53014553014552
60,60,RL,108.0,14774,Pave,,IR1,Lvl,AllPub,Corner,Gtl,NoRidge,Norm,Norm,1Fam,2Story,9,5,1999,1999,Gable,CompShg,VinylSd,VinylSd,BrkFace,Gd,TA,PConc,Gd,TA,No,Unf,Unf,1393.0,GasA,Ex,Y,SBrkr,1422,1177,0,2599,4,1,Gd,Typ,1,TA,BuiltIn,1999.0,Fin,3.0,779.0,TA,TA,Y,,,,5,2010,WD ,333168,59,2010-5,1272672000000000000,1,0,0.0,1.0,2.0,5,698,128.19084263178146
346,60,RL,,11792,Pave,,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,8,5,2003,2003,Gable,CompShg,VinylSd,VinylSd,BrkFace,Gd,TA,PConc,Gd,TA,Gd,GLQ,Unf,158.0,GasA,Ex,Y,SBrkr,1008,1275,0,2283,4,1,Gd,Typ,1,Gd,BuiltIn,2003.0,Fin,3.0,632.0,TA,TA,Y,,,,8,2009,WD ,270000,2,2009-8,1249084800000000000,1,0,850.0,1.0,2.0,4,166,118.26544021024966
678,50,RL,60.0,8064,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Artery,Norm,1Fam,1.5Fin,6,5,1950,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,TA,TA,CBlock,TA,TA,Av,Rec,Unf,174.0,GasA,Gd,N,SBrkr,765,368,0,1133,3,1,TA,Typ,0,,Detchd,1989.0,Unf,2.0,900.0,TA,TA,Y,,,,12,2009,COD,128500,334,2009-12,1259625600000000000,1,0,621.0,0.0,1.0,1,231,113.41571050308914
2481,120,RL,50.0,7175,Pave,,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,TwnhsE,1Story,6,5,1990,1991,Gable,CompShg,Plywood,Plywood,None,Gd,TA,PConc,Gd,TA,No,GLQ,Unf,494.0,GasA,Gd,Y,SBrkr,1398,0,0,1398,2,1,Gd,Typ,0,,Attchd,1990.0,RFn,2.0,542.0,TA,TA,Y,,MnPrv,,7,2006,WD ,172000,175,2006-7,1151712000000000000,1,0,904.0,0.0,3.0,2,46,123.03290414878397
2729,85,RL,72.0,10820,Pave,,Reg,Lvl,AllPub,Corner,Gtl,Sawyer,Feedr,Norm,1Fam,SFoyer,5,7,1971,1972,Gable,CompShg,HdBoard,HdBoard,BrkFace,TA,TA,PConc,Gd,TA,Av,GLQ,Rec,88.0,GasA,Ex,Y,SBrkr,810,0,0,810,2,1,TA,Typ,0,,Detchd,1973.0,Unf,2.0,576.0,TA,TA,Y,,MnPrv,,6,2006,WD ,130000,423,2006-6,1149120000000000000,0,1,694.0,0.0,2.0,1,0,160.49382716049382
453,120,RL,34.0,5381,Pave,,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,Twnhs,1Story,6,5,2005,2005,Gable,CompShg,VinylSd,VinylSd,Stone,Gd,TA,PConc,Gd,TA,Av,ALQ,Unf,406.0,GasA,Ex,Y,SBrkr,1306,0,0,1306,1,1,Gd,Typ,1,Gd,Attchd,2005.0,RFn,2.0,624.0,TA,TA,Y,,,,8,2009,WD ,196000,109,2009-8,1249084800000000000,1,0,900.0,0.0,3.0,3,233,150.07656967840734
2234,45,RM,50.0,5000,Pave,,Reg,Lvl,AllPub,Inside,Gtl,IDOTRR,RRAe,Norm,1Fam,1.5Unf,5,6,1941,1950,Gable,CompShg,MetalSd,MetalSd,None,TA,TA,CBlock,TA,TA,Av,BLQ,Unf,604.0,GasA,Po,N,FuseF,803,0,0,803,2,1,TA,Typ,0,,Detchd,1941.0,Unf,2.0,360.0,TA,TA,Y,,,,12,2007,WD ,87000,622,2007-12,1196467200000000000,0,1,116.0,0.0,1.0,2,244,108.34371108343711
2007,50,RM,55.0,8674,Pave,,Reg,HLS,AllPub,Inside,Gtl,BrkSide,RRNn,Artery,1Fam,1.5Fin,5,6,1950,1950,Gable,CompShg,MetalSd,MetalSd,None,TA,TA,CBlock,Fa,TA,No,Rec,Unf,0.0,GasA,TA,Y,SBrkr,910,525,0,1435,3,1,TA,Typ,0,,Detchd,1950.0,Unf,1.0,308.0,TA,TA,Y,,,,3,2007,WD ,128250,395,2007-3,1172707200000000000,0,1,910.0,0.0,2.0,2,33,89.37282229965157
20,20,RL,85.0,13175,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,1Story,6,6,1978,1988,Gable,CompShg,Plywood,Plywood,Stone,TA,TA,CBlock,Gd,TA,No,ALQ,Rec,589.0,GasA,TA,Y,SBrkr,2073,0,0,2073,3,1,TA,Min1,2,TA,Attchd,1978.0,Unf,2.0,500.0,TA,TA,Y,,MnPrv,,2,2010,WD ,210000,19,2010-2,1264982400000000000,1,0,953.0,0.0,3.0,3,349,101.30246020260492
